,ID,Brand,Category,Product Name ,Price,Reviewer,Review,Product Purchase,Ratings,Date Of Review,Response,tokenized_review,Polarity,Score
5011,2043,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Maiyara from www.tryandreview.com,cleans my makeup well although when im wearing full makeup on,lume (ml):925,5,19-Feb-20,no,"['clean', 'makeup', 'be', 'wear', 'full', 'makeup']",1,1
5012,2043,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Maiyara from www.tryandreview.com,90 makeup clear on one go of cotton swipe,lume (ml):925,5,19-Feb-20,no,"['makeup', 'clear', 'cotton', 'swipe']",0,0
5013,2044,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , mcharyono from www.tryandreview.com,what i love about garnier micellar cleansing water is that unlike other micellar water it is not sticky once you spill that on your face,lume (ml):925,4,19-Feb-20,no,"['love', 'garni', 'micellar', 'cleansing', 'water', 'micellar', 'water', 'sticky', 'spill', 'face']",0,0
5014,2045,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Zuleyka from www.tryandreview.com,I have tried this and the waterproof version blue cap and i prefer the one for waterproof makeup much more just because it removes makeup better faster,lume (ml):925,5,19-Feb-20,no,"['try', 'waterproof', 'version', 'cap', 'prefer', 'waterproof', 'makeup', 'remove', 'makeup']",1,1
5015,2045,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Zuleyka from www.tryandreview.com,i wear light makeup with long wearing liquid lipstick kat von d and I am one who prefers to remove makeup all at one go instead of having to use a separate eye lip makeup remover,lume (ml):925,5,19-Feb-20,no,"['wear', 'light', 'makeup', 'long', 'wear', 'liquid', 'lipstick', 'prefer', 'remove', 'makeup', 'go', 'use', 'separate', 'eye', 'lip', 'makeup']",1,1
5016,2045,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Zuleyka from www.tryandreview.com,while this still works it just requires a little bit more effort to remove makeup entirely,lume (ml):925,5,19-Feb-20,no,"['work', 'require', 'little', 'bit', 'effort', 'remove', 'makeup']",1,1
5017,2045,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Zuleyka from www.tryandreview.com,i also like that this does not irritate my skin or eyes,lume (ml):925,5,19-Feb-20,no,"['irritate', 'skin', 'eye']",-1,-1
5018,2046,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , rachellam from www.tryandreview.com,i have used this previously to remove all makeup on my face including eye make up,lume (ml):925,5,19-Feb-20,no,"['use', 'remove', 'makeup', 'face', 'include', 'eye', 'make']",0,0
5019,2046,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , rachellam from www.tryandreview.com,i now use it to remove only eye makeup not waterproof it does not sting my eyes and it has never made me break out,lume (ml):925,5,19-Feb-20,no,"['use', 'remove', 'eye', 'makeup', 'waterproof', 'ste', 'eye', 'make', 'break']",-1,-1
5020,2046,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , rachellam from www.tryandreview.com,a bonus is that it is really affordable,lume (ml):925,5,19-Feb-20,no,"['bonus', 'affordable']",1,2
5021,2047,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Emikoj from www.tryandreview.com,good for nightwear makeup as indicated on bottle,lume (ml):925,5,19-Feb-20,no,"['makeup', 'indicate', 'bottle']",0,0
5022,2047,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Emikoj from www.tryandreview.com,cleans efficiently and effectively,lume (ml):925,5,19-Feb-20,no,['clean'],1,1
5023,2047,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Emikoj from www.tryandreview.com,however for waterproof makeup i still prefer oil based remover to reduce the amount of tugging and rubbing,lume (ml):925,5,19-Feb-20,no,"['waterproof', 'makeup', 'prefer', 'oil', 'base', 'remover', 'reduce', 'amount', 'tugging', 'rubbing']",1,1
5024,2048,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , J_Yap from www.tryandreview.com,a very good chance to try this micellar cleansing water from garnier as my allergies suddenly made it is appearance again,lume (ml):925,5,19-Feb-20,no,"['good', 'chance', 'try', 'micellar', 'cleansing', 'water', 'garni', 'allergy', 'make', 'appearance']",0,0
5025,2048,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , J_Yap from www.tryandreview.com,review this micellar water does what it says,lume (ml):925,5,19-Feb-20,no,"['micellar', 'water', 'say']",0,0
5026,2048,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , J_Yap from www.tryandreview.com,it removes my eyes and lips make up instantly in 1 cotton pad,lume (ml):925,5,19-Feb-20,no,"['remove', 'eye', 'lip', 'make', 'cotton', 'pad']",0,0
5027,2048,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , J_Yap from www.tryandreview.com,it is a very easy to use product as i just need to gently press hold and wipe my face in circular motion,lume (ml):925,5,19-Feb-20,no,"['easy', 'use', 'product', 'nee', 'press', 'hold', 'wipe', 'face', 'circular', 'motion']",1,1
5028,2048,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , J_Yap from www.tryandreview.com,my face never shows redness during the two days i use this product,lume (ml):925,5,19-Feb-20,no,"['face', 'show', 'redness', 'day', 'use', 'product']",0,0
5029,2048,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , J_Yap from www.tryandreview.com,it cleanses soothes and more importantly it does not irritate my sensitive skin,lume (ml):925,5,19-Feb-20,no,"['cleanse', 'soothe', 'irritate', 'sensitive', 'skin']",1,1
5030,2049,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Mikhaiixx from www.tryandreview.com,when i purchased this product i was a little bit hesitant but when i got to try this product it really satisfies me,lume (ml):925,5,19-Feb-20,no,"['purchase', 'product', 'little', 'bit', 'hesitant', 'get', 'try', 'product', 'satisfie']",-1,-1
5031,2049,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Mikhaiixx from www.tryandreview.com,it is really nice to use,lume (ml):925,5,19-Feb-20,no,"['nice', 'use']",1,1
5032,2049,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Mikhaiixx from www.tryandreview.com,it is really recommendable for others to try out,lume (ml):925,5,19-Feb-20,no,"['recommendable', 'other', 'try']",0,0
5033,2049,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Mikhaiixx from www.tryandreview.com,the packaging is nice,lume (ml):925,5,19-Feb-20,no,"['package', 'nice']",1,1
5034,2049,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Mikhaiixx from www.tryandreview.com,the way it completely removes your make up is so legit,lume (ml):925,5,19-Feb-20,no,"['way', 'remove', 'make', 'legit']",0,0
5035,2049,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Mikhaiixx from www.tryandreview.com,and it is legit amazing,lume (ml):925,5,19-Feb-20,no,[],0,0
5036,2049,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Mikhaiixx from www.tryandreview.com,i would really love,lume (ml):925,5,19-Feb-20,no,"['would', 'love']",1,1
5037,2049,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Mikhaiixx from www.tryandreview.com,to buy this product again,lume (ml):925,5,19-Feb-20,no,"['buy', 'product']",0,0
5038,2049,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Mikhaiixx from www.tryandreview.com,and i would recommend it to my friends so that they can witness how beautiful and amazing this product is,lume (ml):925,5,19-Feb-20,no,"['would', 'recommend', 'friend', 'witness', 'beautiful', 'amazing', 'product']",1,3
5039,2049,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Mikhaiixx from www.tryandreview.com,i just really love how it feels on my skin and face,lume (ml):925,5,19-Feb-20,no,"['love', 'feel', 'skin', 'face']",1,1
5040,2049,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Mikhaiixx from www.tryandreview.com,i just really love everything about it,lume (ml):925,5,19-Feb-20,no,['love'],1,1
5041,2050,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Jhoanhau from www.tryandreview.com,i like how this product remove make up in an instant,lume (ml):925,5,19-Feb-20,no,"['product', 'remove', 'make', 'instant']",0,0
5042,2050,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Jhoanhau from www.tryandreview.com,no need to use several times just to remove your make up,lume (ml):925,5,19-Feb-20,no,"['need', 'use', 'several', 'time', 'remove', 'make']",0,0
5043,2050,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Jhoanhau from www.tryandreview.com,highly recommended with people who has sensitive skin,lume (ml):925,5,19-Feb-20,no,"['recommended', 'people', 'sensitive', 'skin']",1,2
5044,2051,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Jaslinegal from www.tryandreview.com,first time using garnier s micellar water it can cleanse my light makeup well with 1 cotton pad and it is very convenient to use,lume (ml):925,5,19-Feb-20,no,"['first', 'time', 'use', 'garni', 'micellar', 'water', 'cleanse', 'light', 'makeup', 'cotton', 'pad', 'convenient', 'use']",1,1
5045,2051,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Jaslinegal from www.tryandreview.com,it can even remove my waterproof eyeliner well,lume (ml):925,5,19-Feb-20,no,"['remove', 'waterproof', 'eyeliner']",0,0
5046,2051,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Jaslinegal from www.tryandreview.com,for mascara i will still prefer the oil type of remover,lume (ml):925,5,19-Feb-20,no,"['prefer', 'oil', 'type', 'remover']",1,1
5047,2052,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Cherilynngtj from www.tryandreview.com,received this product and enjoyed using it,lume (ml):925,5,19-Feb-20,no,"['receive', 'product', 'enjoy', 'use']",1,1
5048,2052,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Cherilynngtj from www.tryandreview.com,it was light on my skin and did not dry out my skin when i applied it,lume (ml):925,5,19-Feb-20,no,"['light', 'skin', 'dry', 'skin', 'apply']",0,0
5049,2052,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Cherilynngtj from www.tryandreview.com,definitely would recommend it to my friends and family who are looking for a good make up remover,lume (ml):925,5,19-Feb-20,no,"['would', 'recommend', 'friend', 'family', 'look', 'good', 'make', 'remover']",1,2
5050,2053,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Cynnyrs from www.tryandreview.com,removing makeup has never been this effortless before,lume (ml):925,5,19-Feb-20,no,"['remove', 'makeup', 'effortless']",1,1
5051,2053,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Cynnyrs from www.tryandreview.com,it does not leave an oily feeling behind like other brands of remover,lume (ml):925,5,19-Feb-20,no,"['leave', 'feel', 'brand']",0,0
5052,2053,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Cynnyrs from www.tryandreview.com,i will definitely use it again and the best part is its suitable for sensitive skin,lume (ml):925,5,19-Feb-20,no,"['use', 'good', 'part', 'suitable', 'sensitive', 'skin']",1,3
5053,2053,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Cynnyrs from www.tryandreview.com,it does not sting my face like some products would,lume (ml):925,5,19-Feb-20,no,"['ste', 'face', 'product', 'would']",0,0
5054,2054,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , missyanagail from www.tryandreview.com,love how it does not irritate my eyes when i remove my eye make up and also the fragrance free as some people may be allergic to certain scent,lume (ml):925,5,19-Feb-20,no,"['love', 'irritate', 'eye', 'remove', 'eye', 'make', 'fragrance', 'free', 'people', 'may', 'allergic', 'certain', 'scent']",0,0
5055,2054,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , missyanagail from www.tryandreview.com,suitable for my super sensitive skin too as i tend to react almost immediately to a wrong product,lume (ml):925,5,19-Feb-20,no,"['suitable', 'super', 'sensitive', 'skin', 'tend', 'react', 'wrong', 'product']",1,2
5056,2055,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Josyese from www.tryandreview.com,in one wipe it removes most eye make up efficiently,lume (ml):925,5,19-Feb-20,no,"['wipe', 'remove', 'eye', 'make']",0,0
5057,2055,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Josyese from www.tryandreview.com,highly recommended for removal of light make up,lume (ml):925,5,19-Feb-20,no,"['recommend', 'removal', 'light', 'make']",1,1
5058,2055,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Josyese from www.tryandreview.com,for heavy make up just wipe off a few more times and repeat as per desired,lume (ml):925,5,19-Feb-20,no,"['heavy', 'make', 'wipe', 'time', 'repeat', 'desire']",0,0
5059,2055,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Josyese from www.tryandreview.com,product has a light pleasant scent and is gentle not irritable to sensitive skin like mine,lume (ml):925,5,19-Feb-20,no,"['product', 'light', 'pleasant', 'scent', 'gentle', 'irritable', 'sensitive', 'skin']",1,2
5060,2055,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Josyese from www.tryandreview.com,very convenient and easy to use,lume (ml):925,5,19-Feb-20,no,"['convenient', 'easy', 'use']",1,2
5061,2055,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Josyese from www.tryandreview.com,works like what it said,lume (ml):925,5,19-Feb-20,no,"['work', 'say']",1,1
5062,2056,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Dhebzz from www.tryandreview.com,its a nice product,lume (ml):925,5,19-Feb-20,no,"['nice', 'product']",1,1
5063,2056,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Dhebzz from www.tryandreview.com,although im not really using make up,lume (ml):925,5,19-Feb-20,no,"['be', 'use', 'make']",0,0
5064,2056,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Dhebzz from www.tryandreview.com,but i think would-be useful for those busy women,lume (ml):925,5,19-Feb-20,no,"['think', 'would', 'useful', 'busy', 'woman']",1,1
5065,2056,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Dhebzz from www.tryandreview.com,than you,lume (ml):925,5,19-Feb-20,no,[],0,0
5066,2057,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , leaaanne from www.tryandreview.com,the garnier micellar water is a gentle cleanser that removes make up in one swipe,lume (ml):925,5,19-Feb-20,no,"['garni', 'micellar', 'water', 'gentle', 'cleanser', 'remove', 'make', 'swipe']",0,0
5067,2057,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , leaaanne from www.tryandreview.com,it is not drying to the skin and is good for sensitive skin,lume (ml):925,5,19-Feb-20,no,"['dry', 'skin', 'good', 'sensitive', 'skin']",1,2
5068,2058,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Sitiaisha from www.tryandreview.com,i love how the product removes my makeup completely and keeps my face clean,lume (ml):925,5,19-Feb-20,no,"['love', 'product', 'remove', 'makeup', 'keep', 'face', 'clean']",1,2
5069,2058,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Sitiaisha from www.tryandreview.com,you do not have to rinse your face after using the makeup remover,lume (ml):925,5,19-Feb-20,no,"['rinse', 'face', 'use', 'makeup', 'remover']",0,0
5070,2058,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Sitiaisha from www.tryandreview.com,i only used 2 facial cottons to remove my makeup,lume (ml):925,5,19-Feb-20,no,"['use', 'facial', 'cotton', 'remove', 'makeup']",0,0
5071,2058,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Sitiaisha from www.tryandreview.com,it is that great,lume (ml):925,5,19-Feb-20,no,['great'],1,1
5072,2058,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Sitiaisha from www.tryandreview.com,just ensure not to pour too much of the solution onto your fails cotton as it will start to create foam when you are swiping the cotton over your face,lume (ml):925,5,19-Feb-20,no,"['ensure', 'pour', 'much', 'solution', 'fail', 'cotton', 'start', 'create', 'foam', 'swipe', 'cotton', 'face']",-1,-2
5073,2058,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Sitiaisha from www.tryandreview.com,overall it is a great product,lume (ml):925,5,19-Feb-20,no,"['overall', 'great', 'product']",1,1
5074,2058,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Sitiaisha from www.tryandreview.com,I am loving it,lume (ml):925,5,19-Feb-20,no,['love'],1,1
5075,2059,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Icreamm from www.tryandreview.com,it is a gentle cleanser that can remove make up in just 1 swipe,lume (ml):925,5,19-Feb-20,no,"['gentle', 'cleanser', 'remove', 'make', 'swipe']",0,0
5076,2059,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Icreamm from www.tryandreview.com,it makes my skin smooth afterwards,lume (ml):925,5,19-Feb-20,no,"['make', 'skin', 'smooth']",1,1
5077,2059,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Icreamm from www.tryandreview.com,i will definitely buy this again,lume (ml):925,5,19-Feb-20,no,['buy'],0,0
5078,2059,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Icreamm from www.tryandreview.com,it is a amazing product,lume (ml):925,5,19-Feb-20,no,"['amazing', 'product']",1,1
5079,2060,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , ruggerina from www.tryandreview.com,this brand of micelles water is a great starter brand and item to trying out or implementing it into your skincare for the first time,lume (ml):925,5,19-Feb-20,no,"['brand', 'micelle', 'water', 'great', 'starter', 'brand', 'item', 'try', 'implement', 'skincare', 'first', 'time']",1,1
5080,2060,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , ruggerina from www.tryandreview.com,price wise it is definitely affordable,lume (ml):925,5,19-Feb-20,no,"['price', 'wise', 'affordable']",1,2
5081,2060,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , ruggerina from www.tryandreview.com,definitely soft on the skin,lume (ml):925,5,19-Feb-20,no,"['soft', 'skin']",1,1
5082,2060,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , ruggerina from www.tryandreview.com,however would require you to a few more applications than the other name brand micellar water which is twice as more expensive to remove all traceable of makeup,lume (ml):925,5,19-Feb-20,no,"['would', 'require', 'application', 'name', 'brand', 'micellar', 'water', 'expensive', 'remove', 'traceable', 'makeup']",-1,-1
5083,2060,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , ruggerina from www.tryandreview.com,despite that i think due to that it is is definitely safe for sensitive skin,lume (ml):925,5,19-Feb-20,no,"['think', 'due', 'safe', 'sensitive', 'skin']",1,2
5084,2060,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , ruggerina from www.tryandreview.com,fragrance free you would probably think it is just normal water but do not worry,lume (ml):925,5,19-Feb-20,no,"['free', 'would', 'think', 'normal', 'water', 'worry']",0,0
5085,2060,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , ruggerina from www.tryandreview.com,you have not been duped,lume (ml):925,5,19-Feb-20,no,[],0,0
5086,2061,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Anabelle from www.tryandreview.com,the garnier micellar water is god sent,lume (ml):925,5,19-Feb-20,no,"['garni', 'micellar', 'water', 'send']",0,0
5087,2061,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Anabelle from www.tryandreview.com,with just one wipe i can clean away my eyeliner,lume (ml):925,5,19-Feb-20,no,"['wipe', 'clean', 'eyeliner']",1,1
5088,2061,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Anabelle from www.tryandreview.com,it helps a lot when i have eyelash extensions,lume (ml):925,5,19-Feb-20,no,"['help', 'lot', 'eyelash', 'extension']",0,0
5089,2061,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Anabelle from www.tryandreview.com,the product is also very gentle on the skin,lume (ml):925,5,19-Feb-20,no,"['product', 'gentle', 'skin']",1,1
5090,2061,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Anabelle from www.tryandreview.com,i have very sensitive skin around my lips but the product did not cause any reaction when i use it to wipe away my lipstick,lume (ml):925,5,19-Feb-20,no,"['sensitive', 'skin', 'lip', 'product', 'cause', 'reaction', 'use', 'wipe']",1,1
5091,2061,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Anabelle from www.tryandreview.com,amazing,lume (ml):925,5,19-Feb-20,no,['amazing'],1,1
5092,2062,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , shaqidah_ from www.tryandreview.com,love how this product removes most of my makeup at the end of each day,lume (ml):925,5,19-Feb-20,no,"['love', 'product', 'remove', 'makeup', 'end', 'day']",1,1
5093,2062,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , shaqidah_ from www.tryandreview.com,even though i have oily sensitive skin this product has never caused any issues at all,lume (ml):925,5,19-Feb-20,no,"['oily', 'sensitive', 'skin', 'product', 'cause', 'issue']",0,0
5094,2062,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , shaqidah_ from www.tryandreview.com,in fact it makes my skin feel extremely refreshed and helps to matthey my skin,lume (ml):925,5,19-Feb-20,no,"['fact', 'make', 'skin', 'feel', 'refreshed', 'help']",1,1
5095,2062,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , shaqidah_ from www.tryandreview.com,i am currently using this product as my go to makeup remover because of how amazing it is,lume (ml):925,5,19-Feb-20,no,"['use', 'product', 'go', 'makeup', 'remover', 'amazing']",1,1
5096,2062,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , shaqidah_ from www.tryandreview.com,love,lume (ml):925,5,19-Feb-20,no,['love'],1,1
5097,2063,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , koannaa from www.tryandreview.com,the cleansing water is a five star product,lume (ml):925,4,19-Feb-20,no,"['cleanse', 'water', 'star', 'product']",0,0
5098,2063,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , koannaa from www.tryandreview.com,i love how it remove my make up in a single swipe on my face,lume (ml):925,4,19-Feb-20,no,"['love', 'remove', 'make', 'single', 'swipe', 'face']",0,0
5099,2063,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , koannaa from www.tryandreview.com,it does not have stony fragrance which is one thing i like,lume (ml):925,4,19-Feb-20,no,"['fragrance', 'thing']",0,0
5100,2063,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , koannaa from www.tryandreview.com,and most importantly it does not cause my skin to be dry indeed gentle to sensitive skin,lume (ml):925,4,19-Feb-20,no,"['cause', 'skin', 'dry', 'gentle', 'sensitive', 'skin']",1,2
5101,2063,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , koannaa from www.tryandreview.com,i love love love this,lume (ml):925,4,19-Feb-20,no,"['love', 'love', 'love']",1,3
5102,2064,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Helenyip from www.tryandreview.com,first try out this lanier micellar water it is so gentle to skin no sting sensation on skin someone it can remove waterproof makeup very clean with just 1 cotton pad,lume (ml):925,5,19-Feb-20,no,"['try', 'lani', 'micellar', 'water', 'gentle', 'skin', 'ste', 'sensation', 'skin', 'remove', 'waterproof', 'makeup', 'clean', 'cotton', 'pad']",1,3
5103,2064,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Helenyip from www.tryandreview.com,it is so amazing,lume (ml):925,5,19-Feb-20,no,['amazing'],1,1
5104,2065,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Jniexx from www.tryandreview.com,i love how it remove my eye makeup by just one swipe and is so convenient to remove any other make up,lume (ml):925,5,19-Feb-20,no,"['love', 'remove', 'eye', 'makeup', 'swipe', 'convenient', 'remove', 'make']",1,1
5105,2066,Garnier,Makeup Removers,[Super Value Pack] Garnier Micellar Water Pink (For Sensitive Skin),$41.70 , Cherlyntxl from www.tryandreview.com,i love how this product removes my makeup easily,lume (ml):925,5,19-Feb-20,no,"['love', 'product', 'remove', 'makeup']",1,1
